date,headline,url
2014-11-10,TASER Announces Multiple Smart Weapons,https://investor.axon.com/press-releases/press-release-details/2014/TASER-Announces-Multiple-Smart-Weapons/default.aspx
2014-11-05,"Police Forces From New Orleans, Norfolk, Savannah, and Miami Beach Choose TASER's AXON and EVIDENCE.com Solution",https://investor.axon.com/press-releases/press-release-details/2014/Police-Forces-From-New-Orleans-Norfolk-Savannah-and-Miami-Beach-Choose-TASERs-AXON-and-EVIDENCEcom-Solution/default.aspx
2014-10-30,TASER Reports Quarterly Revenue of $44.3 Million,https://investor.axon.com/press-releases/press-release-details/2014/TASER-Reports-Quarterly-Revenue-of-443-Million/default.aspx
2014-10-22,TASER Unveils New AXON Signal(TM) Wireless Activation Technology,https://investor.axon.com/press-releases/press-release-details/2014/TASER-Unveils-New-AXON-SignalTM-Wireless-Activation-Technology/default.aspx
2014-10-14,Salt Lake City and Birmingham Police Departments to Manage All Digital Evidence With EVIDENCE.com Platform,https://investor.axon.com/press-releases/press-release-details/2014/Salt-Lake-City-and-Birmingham-Police-Departments-to-Manage-All-Digital-Evidence-With-EVIDENCEcom-Platform/default.aspx
2014-10-13,"Australia, France, Poland and UK Expand TASER Deployment",https://investor.axon.com/press-releases/press-release-details/2014/Australia-France-Poland-and-UK-Expand-TASER-Deployment/default.aspx
2014-10-08,Body Camera Momentum Builds as Adoption of AXON and EVIDENCE.com Accelerates,https://investor.axon.com/press-releases/press-release-details/2014/Body-Camera-Momentum-Builds-as-Adoption-of-AXON-and-EVIDENCEcom-Accelerates/default.aspx
2014-10-06,"Dallas Police Department Orders 2,250 TASER X26P Smart Weapons",https://investor.axon.com/press-releases/press-release-details/2014/Dallas-Police-Department-Orders-2250-TASER-X26P-Smart-Weapons/default.aspx
2014-10-01,TASER to Release Third Quarter 2014 Earnings on October 30,https://investor.axon.com/press-releases/press-release-details/2014/TASER-to-Release-Third-Quarter-2014-Earnings-on-October-30/default.aspx
2014-09-30,London Met Police Extending AXON Body-Worn Camera Pilot to Front Line Officers,https://investor.axon.com/press-releases/press-release-details/2014/London-Met-Police-Extending-AXON-Body-Worn-Camera-Pilot-to-Front-Line-Officers/default.aspx
2014-09-15,CORRECTION - TASER International,https://investor.axon.com/press-releases/press-release-details/2014/CORRECTION---TASER-International/default.aspx
2014-09-15,Columbus and Knoxville Join Major Cities Moving to AXON Cameras and EVIDENCE.com,https://investor.axon.com/press-releases/press-release-details/2014/Columbus-and-Knoxville-Join-Major-Cities-Moving-to-AXON-Cameras-and-EVIDENCEcom/default.aspx
2014-09-04,Cleveland Police Department Upgrades 300 TASER X26P Smart Weapons,https://investor.axon.com/press-releases/press-release-details/2014/Cleveland-Police-Department-Upgrades-300-TASER-X26P-Smart-Weapons/default.aspx
2014-08-12,Fresno Police Department Expands Body-Worn Camera Program With Purchase of 100 Cameras From TASER,https://investor.axon.com/press-releases/press-release-details/2014/Fresno-Police-Department-Expands-Body-Worn-Camera-Program-With-Purchase-of-100-Cameras-From-TASER/default.aspx
2014-08-08,"TASER International to Present in the Oppenheimer Technology, Internet & Communications Conference",https://investor.axon.com/press-releases/press-release-details/2014/TASER-International-to-Present-in-the-Oppenheimer-Technology-Internet--Communications-Conference/default.aspx
2014-08-06,Houston Police Department Completes Largest Upgrade to TASER X2 Smart Weapon,https://investor.axon.com/press-releases/press-release-details/2014/Houston-Police-Department-Completes-Largest-Upgrade-to-TASER-X2-Smart-Weapon/default.aspx
2014-08-05,TASER Begins Q3 With a Bang; Announces Orders for Hundreds of AXON Cameras for July,https://investor.axon.com/press-releases/press-release-details/2014/TASER-Begins-Q3-With-a-Bang-Announces-Orders-for-Hundreds-of-AXON-Cameras-for-July/default.aspx
2014-07-30,TASER Reports Quarterly Revenue of $37.2 Million,https://investor.axon.com/press-releases/press-release-details/2014/TASER-Reports-Quarterly-Revenue-of-372-Million/default.aspx
2014-07-10,TASER to Release Second Quarter 2014 Earnings on July 30,https://investor.axon.com/press-releases/press-release-details/2014/TASER-to-Release-Second-Quarter-2014-Earnings-on-July-30/default.aspx
2014-07-09,Salt Lake City and Escondido to Deploy Hundreds of AXON Cameras With EVIDENCE.com,https://investor.axon.com/press-releases/press-release-details/2014/Salt-Lake-City-and-Escondido-to-Deploy-Hundreds-of-AXON-Cameras-With-EVIDENCEcom/default.aspx
2014-06-19,Mesa Police Department Expands Body-Worn Video Program With TASER's AXON Flex Cameras and EVIDENCE.com,https://investor.axon.com/press-releases/press-release-details/2014/Mesa-Police-Department-Expands-Body-Worn-Video-Program-With-TASERs-AXON-Flex-Cameras-and-EVIDENCEcom/default.aspx
2014-06-17,Los Angeles County Sheriff's Department Upgrades 883 TASER X26P Smart Weapons,https://investor.axon.com/press-releases/press-release-details/2014/Los-Angeles-County-Sheriffs-Department-Upgrades-883-TASER-X26P-Smart-Weapons/default.aspx
2014-06-10,Bret Taylor Joins TASER International Board of Directors,https://investor.axon.com/press-releases/press-release-details/2014/Bret-Taylor-Joins-TASER-International-Board-of-Directors/default.aspx
2014-05-29,San Diego Police Department Makes Initial Purchase to Outfit 300 Officers With TASER's AXON Body-Worn Cameras,https://investor.axon.com/press-releases/press-release-details/2014/San-Diego-Police-Department-Makes-Initial-Purchase-to-Outfit-300-Officers-With-TASERs-AXON-Body-Worn-Cameras/default.aspx
2014-05-13,San Jose Police Department Upgrades 590 TASER X26P Smart Weapons,https://investor.axon.com/press-releases/press-release-details/2014/San-Jose-Police-Department-Upgrades-590-TASER-X26P-Smart-Weapons/default.aspx
2014-05-12,TASER International Authorizes Stock Buy-Back Program for up to $30 Million of Company Stock,https://investor.axon.com/press-releases/press-release-details/2014/TASER-International-Authorizes-Stock-Buy-Back-Program-for-up-to-30-Million-of-Company-Stock/default.aspx
2014-05-08,TASER RISE Awards to Recognize Law Enforcement Officers and Agencies,https://investor.axon.com/press-releases/press-release-details/2014/TASER-RISE-Awards-to-Recognize-Law-Enforcement-Officers-and-Agencies/default.aspx
2014-04-30,TASER Reports Quarterly Revenue of $36.2 Million,https://investor.axon.com/press-releases/press-release-details/2014/TASER-Reports-Quarterly-Revenue-of-362-Million/default.aspx
2014-04-29,TASER to Open New International Office in Amsterdam,https://investor.axon.com/press-releases/press-release-details/2014/TASER-to-Open-New-International-Office-in-Amsterdam/default.aspx
2014-04-17,Dallas County Hospital District Police Deploying EVIDENCE.com With 100 AXON Flex Body-Worn Video Cameras,https://investor.axon.com/press-releases/press-release-details/2014/Dallas-County-Hospital-District-Police-Deploying-EVIDENCEcom-With-100-AXON-Flex-Body-Worn-Video-Cameras/default.aspx
2014-04-16,"TASER Announces 3,279 in New TASER Orders",https://investor.axon.com/press-releases/press-release-details/2014/TASER-Announces-3279-in-New-TASER-Orders/default.aspx
2014-04-15,Metropolitan Police Select EVIDENCE.com & AXON for Body-Worn Video Pilot,https://investor.axon.com/press-releases/press-release-details/2014/Metropolitan-Police-Select-EVIDENCEcom--AXON-for-Body-Worn-Video-Pilot/default.aspx
2014-04-15,London Met Police Select EVIDENCE.com & AXON for Body-Worn Video Pilot,https://investor.axon.com/press-releases/press-release-details/2014/London-Met-Police-Select-EVIDENCEcom--AXON-for-Body-Worn-Video-Pilot/default.aspx
2014-04-11,TASER to Release First Quarter 2014 Earnings on April 30,https://investor.axon.com/press-releases/press-release-details/2014/TASER-to-Release-First-Quarter-2014-Earnings-on-April-30/default.aspx
2014-03-27,Fort Worth Police Department Adds 400 AXON Flex Cameras With EVIDENCE.com,https://investor.axon.com/press-releases/press-release-details/2014/Fort-Worth-Police-Department-Adds-400-AXON-Flex-Cameras-With-EVIDENCEcom/default.aspx
2014-03-26,Danville Police Department Deploying EVIDENCE.com With 96 AXON On-Officer Cameras,https://investor.axon.com/press-releases/press-release-details/2014/Danville-Police-Department-Deploying-EVIDENCEcom-With-96-AXON-On-Officer-Cameras/default.aspx
2014-03-12,TASER Announces Multiple Orders of Smart Weapons,https://investor.axon.com/press-releases/press-release-details/2014/TASER-Announces-Multiple-Orders-of-Smart-Weapons/default.aspx
2014-03-07,Marcus Womack Promoted to General Manager of EVIDENCE.com,https://investor.axon.com/press-releases/press-release-details/2014/Marcus-Womack-Promoted-to-General-Manager-of-EVIDENCEcom/default.aspx
2014-02-26,TASER Reports Record Quarterly Revenue of $40.0 Million,https://investor.axon.com/press-releases/press-release-details/2014/TASER-Reports-Record-Quarterly-Revenue-of-400-Million/default.aspx
2014-02-19,"EVIDENCE.com Expands Its Cloud-Based ""Virtual Evidence Room""",https://investor.axon.com/press-releases/press-release-details/2014/EVIDENCEcom-Expands-Its-Cloud-Based-Virtual-Evidence-Room/default.aspx
2014-02-06,Marion County Sheriff's Department (GA) Purchases 258 TASER Smart Weapons,https://investor.axon.com/press-releases/press-release-details/2014/Marion-County-Sheriffs-Department-GA-Purchases-258-TASER-Smart-Weapons/default.aspx
2014-02-05,Coweta County Deploying EVIDENCE.com With 100 AXON On-Officer Cameras,https://investor.axon.com/press-releases/press-release-details/2014/Coweta-County-Deploying-EVIDENCEcom-With-100-AXON-On-Officer-Cameras/default.aspx
2014-01-14,TASER to Release Fourth Quarter 2013 Earnings on February 26,https://investor.axon.com/press-releases/press-release-details/2014/TASER-to-Release-Fourth-Quarter-2013-Earnings-on-February-26/default.aspx
2014-01-14,TASER Awarded Permanent Injunction and Judgment Against Karbon Arms for Patent Infringement,https://investor.axon.com/press-releases/press-release-details/2014/TASER-Awarded-Permanent-Injunction-and-Judgment-Against-Karbon-Arms-for-Patent-Infringement/default.aspx
2014-01-08,TASER Announces Numerous Significant Weapons Orders at End of 2013,https://investor.axon.com/press-releases/press-release-details/2014/TASER-Announces-Numerous-Significant-Weapons-Orders-at-End-of-2013/default.aspx
2014-01-06,"Las Vegas Metropolitan, New Orleans and Additional Police Departments Order More Than 1,000 AXON Cameras and EVIDENCE.com",https://investor.axon.com/press-releases/press-release-details/2014/Las-Vegas-Metropolitan-New-Orleans-and-Additional-Police-Departments-Order-More-Than-1000-AXON-Cameras-and-EVIDENCEcom/default.aspx
2015-12-22,Axon Launches Holiday Campaign To Celebrate Law Enforcement and Other Individuals Working Toward Building Stronger Communities,https://investor.axon.com/press-releases/press-release-details/2015/Axon-Launches-Holiday-Campaign-To-Celebrate-Law-Enforcement-and-Other-Individuals-Working-Toward-Building-Stronger-Communities/default.aspx
2015-12-21,Toronto Police Service Deploys 450 TASER X2 Smart Weapons,https://investor.axon.com/press-releases/press-release-details/2015/Toronto-Police-Service-Deploys-450-TASER-X2-Smart-Weapons/default.aspx
2015-12-10,"DeKalb County Sheriff, Scottsdale and Daytona Beach Police Departments to Deploy Axon Body Cameras and Evidence.com",https://investor.axon.com/press-releases/press-release-details/2015/DeKalb-County-Sheriff-Scottsdale-and-Daytona-Beach-Police-Departments-to-Deploy-Axon-Body-Cameras-and-Evidencecom/default.aspx
2015-12-04,"Greater Manchester Police To Deploy 3,000 Body Cameras on Axon Technology Platform From TASER",https://investor.axon.com/press-releases/press-release-details/2015/Greater-Manchester-Police-To-Deploy-3000-Body-Cameras-on-Axon-Technology-Platform-From-TASER/default.aspx
2015-11-24,"TASER Wins Major Bid to Outfit 22,000 London Metropolitan Police Officers with Axon Body Cameras",https://investor.axon.com/press-releases/press-release-details/2015/TASER-Wins-Major-Bid-to-Outfit-22000-London-Metropolitan-Police-Officers-with-Axon-Body-Cameras/default.aspx
2015-11-10,Riverside County Sheriff's Office Deploys 400 TASER X2 Smart Weapons,https://investor.axon.com/press-releases/press-release-details/2015/Riverside-County-Sheriffs-Office-Deploys-400-TASER-X2-Smart-Weapons/default.aspx
2015-11-03,TASER Receives Largest Body Camera Order To Date From The San Antonio Police Department,https://investor.axon.com/press-releases/press-release-details/2015/TASER-Receives-Largest-Body-Camera-Order-To-Date-From-The-San-Antonio-Police-Department/default.aspx
2015-11-03,TASER Reports Record Quarterly Revenue of $50.4 million,https://investor.axon.com/press-releases/press-release-details/2015/TASER-Reports-Record-Quarterly-Revenue-of-504-million/default.aspx
2015-10-26,TASER International and Microsoft Corp. Announce Partnership to Deliver a Trusted Cloud Platform for Law Enforcement,https://investor.axon.com/press-releases/press-release-details/2015/TASER-International-and-Microsoft-Corp-Announce-Partnership-to-Deliver-a-Trusted-Cloud-Platform-for-Law-Enforcement/default.aspx
2015-10-25,"TASER Disrupts In-Car Video Market With Axon Fleet, An HD In-Car Video Solution for $499",https://investor.axon.com/press-releases/press-release-details/2015/TASER-Disrupts-In-Car-Video-Market-With-Axon-Fleet-An-HD-In-Car-Video-Solution-for-499/default.aspx
2015-10-23,TASER Introduces Next Generation Axon Body 2 Camera with Unlimited HD,https://investor.axon.com/press-releases/press-release-details/2015/TASER-Introduces-Next-Generation-Axon-Body-2-Camera-with-Unlimited-HD/default.aspx
2015-10-21,"TASER Expands Axon Platform With Interview Room Solution, Now Unifying Police Agency's Digital Evidence",https://investor.axon.com/press-releases/press-release-details/2015/TASER-Expands-Axon-Platform-With-Interview-Room-Solution-Now-Unifying-Police-Agencys-Digital-Evidence/default.aspx
2015-10-13,"Florida Highway Patrol Deploys 2,050 TASER X2 Smart Weapons",https://investor.axon.com/press-releases/press-release-details/2015/Florida-Highway-Patrol-Deploys-2050-TASER-X2-Smart-Weapons/default.aspx
2015-10-09,"Orange County Sheriff's Office, Tempe and Denver Police Departments Deploy Axon Body Cameras with Evidence.com from TASER",https://investor.axon.com/press-releases/press-release-details/2015/Orange-County-Sheriffs-Office-Tempe-and-Denver-Police-Departments-Deploy-Axon-Body-Cameras-with-Evidencecom-from-TASER/default.aspx
2015-10-06,TASER to Release Third Quarter 2015 Earnings on November 3,https://investor.axon.com/press-releases/press-release-details/2015/TASER-to-Release-Third-Quarter-2015-Earnings-on-November-3/default.aspx
2015-09-24,Memphis Police Department to Deploy 2000 Body Cameras with Axon Signal Technology from TASER,https://investor.axon.com/press-releases/press-release-details/2015/Memphis-Police-Department-to-Deploy-2000-Body-Cameras-with-Axon-Signal-Technology-from-TASER/default.aspx
2015-09-02,TASER Wins Legal Challenge to Invalidate Digital Ally Patent Claims,https://investor.axon.com/press-releases/press-release-details/2015/TASER-Wins-Legal-Challenge-to-Invalidate-Digital-Ally-Patent-Claims/default.aspx
2015-08-24,Wichita Police Department Deploys 429 Axon Flex Cameras with Evidence.com from TASER,https://investor.axon.com/press-releases/press-release-details/2015/Wichita-Police-Department-Deploys-429-Axon-Flex-Cameras-with-Evidencecom-from-TASER/default.aspx
2015-08-13,TASER Launches Axon Body Camera and Digital Evidence Management Solution in Canada,https://investor.axon.com/press-releases/press-release-details/2015/TASER-Launches-Axon-Body-Camera-and-Digital-Evidence-Management-Solution-in-Canada/default.aspx
2015-08-06,San Jose Police Department Deploys 235 TASER X26P Smart Weapons,https://investor.axon.com/press-releases/press-release-details/2015/San-Jose-Police-Department-Deploys-235-TASER-X26P-Smart-Weapons/default.aspx
2015-07-30,TASER Reports Quarterly Revenue of $46.7 million and EPS of $0.11,https://investor.axon.com/press-releases/press-release-details/2015/TASER-Reports-Quarterly-Revenue-of-467-million-and-EPS-of-011/default.aspx
2015-07-22,Montgomery County Deploys Axon Body Cameras with Evidence.com From TASER,https://investor.axon.com/press-releases/press-release-details/2015/Montgomery-County-Deploys-Axon-Body-Cameras-with-Evidencecom-From-TASER/default.aspx
2015-07-20,TASER Acquires British Distributor TSR,https://investor.axon.com/press-releases/press-release-details/2015/TASER-Acquires-British-Distributor-TSR/default.aspx
2015-07-15,Nassau County Police Department Deploys 1250 TASER X26P Smart Weapons,https://investor.axon.com/press-releases/press-release-details/2015/Nassau-County-Police-Department-Deploys-1250-TASER-X26P-Smart-Weapons/default.aspx
2015-07-07,TASER Launches Free Evidence.com Solution For Prosecutors,https://investor.axon.com/press-releases/press-release-details/2015/TASER-Launches-Free-Evidencecom-Solution-For-Prosecutors/default.aspx
2015-07-06,TASER to Release Second Quarter 2015 Earnings on July 30,https://investor.axon.com/press-releases/press-release-details/2015/TASER-to-Release-Second-Quarter-2015-Earnings-on-July-30/default.aspx
2015-06-30,Fresno Expands Body Camera Program With Purchase of 300 Axon Flex Cameras on Evidence.com; Upgrades to 'Officer Safety Plan',https://investor.axon.com/press-releases/press-release-details/2015/Fresno-Expands-Body-Camera-Program-With-Purchase-of-300-Axon-Flex-Cameras-on-Evidencecom-Upgrades-to-Officer-Safety-Plan/default.aspx
2015-06-18,"Dallas To Deploy 1,000 Axon Body Cameras on Evidence.com 'Ultimate' Plan",https://investor.axon.com/press-releases/press-release-details/2015/Dallas-To-Deploy-1000-Axon-Body-Cameras-on-Evidencecom-Ultimate-Plan/default.aspx
2015-06-17,New Orleans Police Department Upgrades to 350 TASER X2 Smart Weapons with TASER Cam HD Recorders,https://investor.axon.com/press-releases/press-release-details/2015/New-Orleans-Police-Department-Upgrades-to-350-TASER-X2-Smart-Weapons-with-TASER-Cam-HD-Recorders/default.aspx
2015-05-19,TASER Announces 2015 RISE Award Winners; Recognizes Law Enforcement and Community Organizations Building Safer Communities,https://investor.axon.com/press-releases/press-release-details/2015/TASER-Announces-2015-RISE-Award-Winners-Recognizes-Law-Enforcement-and-Community-Organizations-Building-Safer-Communities/default.aspx
2015-05-15,TASER International Announces Participation At Two Investor Conferences Upcoming In May,https://investor.axon.com/press-releases/press-release-details/2015/TASER-International-Announces-Participation-At-Two-Investor-Conferences-Upcoming-In-May/default.aspx
2015-05-13,Scottsdale Police Department Upgrades to 460 TASER X2 Smart Weapons,https://investor.axon.com/press-releases/press-release-details/2015/Scottsdale-Police-Department-Upgrades-to-460-TASER-X2-Smart-Weapons/default.aspx
2015-05-12,Louisville Metro Police to Deploy 988 Axon Body-Worn Cameras on EVIDENCE.com and MediaSolv Solution,https://investor.axon.com/press-releases/press-release-details/2015/Louisville-Metro-Police-to-Deploy-988-Axon-Body-Worn-Cameras-on-EVIDENCEcom-and-MediaSolv-Solution/default.aspx
2015-05-05,TASER to Acquire MediaSolv Corporation to Broaden Digital Evidence Management Solutions For Law Enforcement,https://investor.axon.com/press-releases/press-release-details/2015/TASER-to-Acquire-MediaSolv-Corporation-to-Broaden-Digital-Evidence-Management-Solutions-For-Law-Enforcement/default.aspx
2015-04-30,"/C O R R E C T I O N -- TASER International, Inc./",https://investor.axon.com/press-releases/press-release-details/2015/C-O-R-R-E-C-T-I-O-N----TASER-International-Inc-20150430000000/default.aspx
2015-04-30,TASER Reports Quarterly Revenue of $44.8 million and EPS of $0.13,https://investor.axon.com/press-releases/press-release-details/2015/TASER-Reports-Quarterly-Revenue-of-448-million-and-EPS-of-013/default.aspx
2015-04-28,British Transport Police Select TASER's Axon Body Cameras on EVIDENCE.com 'Pro' Plan For Proof of Concept,https://investor.axon.com/press-releases/press-release-details/2015/British-Transport-Police-Select-TASERs-Axon-Body-Cameras-on-EVIDENCEcom-Pro-Plan-For-Proof-of-Concept/default.aspx
2015-04-20,Ontario Provincial Police Purchases 1000 TASER X2 Smart Weapons,https://investor.axon.com/press-releases/press-release-details/2015/Ontario-Provincial-Police-Purchases-1000-TASER-X2-Smart-Weapons/default.aspx
2015-04-14,Alabama's Mobile Police Department To Deploy 300 AXON Cameras on EVIDENCE.com 'Officer Safety Plan',https://investor.axon.com/press-releases/press-release-details/2015/Alabamas-Mobile-Police-Department-To-Deploy-300-AXON-Cameras-on-EVIDENCEcom-Officer-Safety-Plan/default.aspx
2015-04-13,TASER to Release First Quarter 2015 Earnings on April 30,https://investor.axon.com/press-releases/press-release-details/2015/TASER-to-Release-First-Quarter-2015-Earnings-on-April-30/default.aspx
2015-04-09,TASER Announces First Significant UK Order From The City of London For 178 AXON Body Cameras,https://investor.axon.com/press-releases/press-release-details/2015/TASER-Announces-First-Significant-UK-Order-From-The-City-of-London-For-178-AXON-Body-Cameras/default.aspx
2015-03-31,"Charlotte Deploys 1,400 AXON Body Cameras on EVIDENCE.com 'Ultimate' Plan",https://investor.axon.com/press-releases/press-release-details/2015/Charlotte-Deploys-1400-AXON-Body-Cameras-on-EVIDENCEcom-Ultimate-Plan/default.aspx
2015-03-26,San Diego Police Department Reports 47% Drop in Use of Force and 41% Reduction in Complaints When Using AXON Body Cameras by TASER,https://investor.axon.com/press-releases/press-release-details/2015/San-Diego-Police-Department-Reports-47-Drop-in-Use-of-Force-and-41-Reduction-in-Complaints-When-Using-AXON-Body-Cameras-by-TASER/default.aspx
2015-03-12,DeKalb County Police Department Purchases 400 TASER X26P Smart Weapons,https://investor.axon.com/press-releases/press-release-details/2015/DeKalb-County-Police-Department-Purchases-400-TASER-X26P-Smart-Weapons/default.aspx
2015-03-05,TASER International to Present at the 27th Annual ROTH Conference,https://investor.axon.com/press-releases/press-release-details/2015/TASER-International-to-Present-at-the-27th-Annual-ROTH-Conference/default.aspx
2015-03-03,Tucson Becomes 16th Major City to Deploy TASER's AXON Body Cameras; Selects New EVIDENCE.com Unlimited Plan,https://investor.axon.com/press-releases/press-release-details/2015/Tucson-Becomes-16th-Major-City-to-Deploy-TASERs-AXON-Body-Cameras-Selects-New-EVIDENCEcom-Unlimited-Plan/default.aspx
2015-02-26,TASER Reports Record Quarterly Revenue of $46.8 million,https://investor.axon.com/press-releases/press-release-details/2015/TASER-Reports-Record-Quarterly-Revenue-of-468-million/default.aspx
2015-02-19,Harris County Constables Purchase 265 TASER X26P Smart Weapons,https://investor.axon.com/press-releases/press-release-details/2015/Harris-County-Constables-Purchase-265-TASER-X26P-Smart-Weapons/default.aspx
2015-02-05,Maricopa County Sheriff Joe Arpaio Purchases 700 AXON Body Cameras From TASER,https://investor.axon.com/press-releases/press-release-details/2015/Maricopa-County-Sheriff-Joe-Arpaio-Purchases-700-AXON-Body-Cameras-From-TASER/default.aspx
2015-01-21,Cincinnati Police Department Purchases 380 TASER X26P Smart Weapons,https://investor.axon.com/press-releases/press-release-details/2015/Cincinnati-Police-Department-Purchases-380-TASER-X26P-Smart-Weapons/default.aspx
2015-01-20,"Cleveland, Tampa and Scottsdale Police Departments Outfit Officers with AXON Body Cameras",https://investor.axon.com/press-releases/press-release-details/2015/Cleveland-Tampa-and-Scottsdale-Police-Departments-Outfit-Officers-with-AXON-Body-Cameras/default.aspx
2015-01-15,EVIDENCE.com Announces Webinar Showcasing Leadership In Cloud Security For Evidence Management In Law Enforcement,https://investor.axon.com/press-releases/press-release-details/2015/EVIDENCEcom-Announces-Webinar-Showcasing-Leadership-In-Cloud-Security-For-Evidence-Management-In-Law-Enforcement/default.aspx
2015-01-14,Sonoma County Sheriff's Office Deploys AXON Wearable Cameras with EVIDENCE.com,https://investor.axon.com/press-releases/press-release-details/2015/Sonoma-County-Sheriffs-Office-Deploys-AXON-Wearable-Cameras-with-EVIDENCEcom/default.aspx
2015-01-09,TASER to Release Fourth Quarter 2014 Earnings on February 26,https://investor.axon.com/press-releases/press-release-details/2015/TASER-to-Release-Fourth-Quarter-2014-Earnings-on-February-26/default.aspx
2015-01-06,"Los Angeles Police Department (LAPD) to Deploy More Than 3,000 TASER Smart Weapons to Front Line Officers",https://investor.axon.com/press-releases/press-release-details/2015/Los-Angeles-Police-Department-LAPD-to-Deploy-More-Than-3000-TASER-Smart-Weapons-to-Front-Line-Officers/default.aspx
2016-12-29,"Chattanooga, Chesterfield and Garland Police Departments Deploy Body Cameras with Evidence.com from Axon",https://investor.axon.com/press-releases/press-release-details/2016/Chattanooga-Chesterfield-and-Garland-Police-Departments-Deploy-Body-Cameras-with-Evidencecom-from-Axon/default.aspx
2016-12-21,"Louisiana State Police Delivers Transparency, Deploying Axon Cameras to All Patrol Officers",https://investor.axon.com/press-releases/press-release-details/2016/Louisiana-State-Police-Delivers-Transparency-Deploying-Axon-Cameras-to-All-Patrol-Officers/default.aspx
2016-12-20,San Bernardino County Sheriff's Department Deploys 1525 TASER X2 Smart Weapons,https://investor.axon.com/press-releases/press-release-details/2016/San-Bernardino-County-Sheriffs-Department-Deploys-1525-TASER-X2-Smart-Weapons/default.aspx
2016-12-13,TASER Announces $100 Donation to Domestic Violence Shelter for Every 5 TASER Pulses Sold During Holidays,https://investor.axon.com/press-releases/press-release-details/2016/TASER-Announces-100-Donation-to-Domestic-Violence-Shelter-for-Every-5-TASER-Pulses-Sold-During-Holidays/default.aspx
2016-12-08,Massachusetts State Police and California Highway Patrol Order TASER X2 Smart Weapons,https://investor.axon.com/press-releases/press-release-details/2016/Massachusetts-State-Police-and-California-Highway-Patrol-Order-TASER-X2-Smart-Weapons/default.aspx
2016-12-02,TASER to Participate at Imperial Capital 13th Annual Security Investor Conference,https://investor.axon.com/press-releases/press-release-details/2016/TASER-to-Participate-at-Imperial-Capital-13th-Annual-Security-Investor-Conference/default.aspx
2016-12-01,TASER Filing Invalidity Challenges to Digital Ally's Patents in U.S.P.T.O.,https://investor.axon.com/press-releases/press-release-details/2016/TASER-Filing-Invalidity-Challenges-to-Digital-Allys-Patents-in-USPTO/default.aspx
2016-12-01,New Axon Signal Magazine Connects TASER Smart Weapons To Wearable Cameras,https://investor.axon.com/press-releases/press-release-details/2016/New-Axon-Signal-Magazine-Connects-TASER-Smart-Weapons-To-Wearable-Cameras/default.aspx
2016-11-09,TASER Reports 2016 Third Quarter Results,https://investor.axon.com/press-releases/press-release-details/2016/TASER-Reports-2016-Third-Quarter-Results/default.aspx
2016-11-07,"After Extensive Testing, Seattle Police Department Selects TASER's Axon Platform for Cameras and Software",https://investor.axon.com/press-releases/press-release-details/2016/After-Extensive-Testing-Seattle-Police-Department-Selects-TASERs-Axon-Platform-for-Cameras-and-Software/default.aspx
2016-10-25,Former Leader of iLife / iTunes Team at Apple Joins TASER,https://investor.axon.com/press-releases/press-release-details/2016/Former-Leader-of-iLife--iTunes-Team-at-Apple-Joins-TASER/default.aspx
2016-10-25,TASER to Release Third Quarter 2016 Earnings on November 9,https://investor.axon.com/press-releases/press-release-details/2016/TASER-to-Release-Third-Quarter-2016-Earnings-on-November-9/default.aspx
2016-10-17,TASER Turns Heads at IACP 2016 with Virtual Reality Experience; Releases Cutting Edge VR Through Mobile App,https://investor.axon.com/press-releases/press-release-details/2016/TASER-Turns-Heads-at-IACP-2016-with-Virtual-Reality-Experience-Releases-Cutting-Edge-VR-Through-Mobile-App/default.aspx
2016-10-13,"TASER Welcomes Vievu's Offer to Match TASER's Gift of 1,000 Body Cameras to the NYPD",https://investor.axon.com/press-releases/press-release-details/2016/TASER-Welcomes-Vievus-Offer-to-Match-TASERs-Gift-of-1000-Body-Cameras-to-the-NYPD/default.aspx
2016-10-13,Axon Announces Global Transcription Services Platform for Law Enforcement,https://investor.axon.com/press-releases/press-release-details/2016/Axon-Announces-Global-Transcription-Services-Platform-for-Law-Enforcement/default.aspx
2016-10-12,Dr. Matthew R. McBrady Joins TASER Board of Directors,https://investor.axon.com/press-releases/press-release-details/2016/Dr-Matthew-R-McBrady-Joins-TASER-Board-of-Directors/default.aspx
2016-10-04,Kentucky State Police Deploys 900 TASER X2 Smart Weapons,https://investor.axon.com/press-releases/press-release-details/2016/Kentucky-State-Police-Deploys-900-TASER-X2-Smart-Weapons/default.aspx
2016-09-29,Las Vegas Metropolitan Police Deploys 1604 TASER X26P Smart Weapons,https://investor.axon.com/press-releases/press-release-details/2016/Las-Vegas-Metropolitan-Police-Deploys-1604-TASER-X26P-Smart-Weapons/default.aspx
2016-09-27,Northern Territory Police Deploys 820 Axon Body Cameras on Evidence.com in Australia,https://investor.axon.com/press-releases/press-release-details/2016/Northern-Territory-Police-Deploys-820-Axon-Body-Cameras-on-Evidencecom-in-Australia/default.aspx
2016-09-26,El Paso County Sheriff's Office Deploys Axon Body 2 Cameras and TASER X26P Smart Weapons,https://investor.axon.com/press-releases/press-release-details/2016/El-Paso-County-Sheriffs-Office-Deploys-Axon-Body-2-Cameras-and-TASER-X26P-Smart-Weapons/default.aspx
